GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
ASB1,1077.595902,-0.276897538,0.122041842,-2.268873789,0.023276002,0.326802622,OK
ASB10,0,NaN,NaN,NaN,NaN,NaN,Low
ASB11,0.311437026,-1.756440669,4.069089191,-0.431654502,0.66599254,NaN,Low
ASB12,0.37534699,1.676211767,3.521048255,0.476054756,0.634035369,NaN,Low
ASB13,465.0080383,-0.061625452,0.150903438,-0.408376729,0.682997116,0.874870637,OK
ASB14,4.389408652,-0.536111761,0.995051995,-0.538777636,0.590040297,NaN,Low
ASB15,0,NaN,NaN,NaN,NaN,NaN,Low
ASB16,38.15567271,-0.382297117,0.354225577,-1.079247638,0.280477348,0.62658658,OK
ASB16-AS1,148.3372168,-0.257205432,0.213632821,-1.203960287,0.228604929,0.581891194,OK
ASB17,0,NaN,NaN,NaN,NaN,NaN,Low
ASB18,1.146599135,-3.989442848,2.33223052,-1.710569694,0.087160578,NaN,Low
ASB2,4.639184722,-0.596859051,1.085078478,-0.550060722,0.582277726,NaN,Low
ASB3,94.93350615,0.391580816,0.26530652,1.47595625,0.139955638,0.505483423,OK
ASB4,29.12872053,0.792052252,0.43077523,1.838667119,0.065964163,0.420101568,OK
ASB5,0.347201632,1.585896372,3.625810054,0.437390914,0.661827873,NaN,Low
ASB6,578.7634031,-0.166417428,0.164496096,-1.011680106,0.311691031,0.649030543,OK
ASB7,356.2535959,-0.078056931,0.170719897,-0.457222226,0.647511324,0.856970404,OK
ASB8,306.4906314,0.038727997,0.163280252,0.237187267,0.812511514,0.931188233,OK
ASB9,497.5240289,0.057834394,0.147274419,0.392698162,0.694542428,0.880154577,OK
ASB9P1,2.278718238,0.545439701,1.42251281,0.383433947,0.701398037,NaN,Low
ASCC1,828.0409057,0.308645179,0.148723357,2.075297277,0.037958992,0.360657788,OK
ASCC2,691.1563094,-0.218146254,0.157396681,-1.385964762,0.165757664,0.528955031,OK
ASCC3,895.2622875,0.323561211,0.181653781,1.781197225,0.074880237,0.430862022,OK
ASCL1,0.127128243,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
ASCL2,0.127128243,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
ASCL3,1.501004852,0.378576517,1.758021926,0.215342318,0.829500438,NaN,Low
ASCL4,0,NaN,NaN,NaN,NaN,NaN,Low
ASCL5,6.33601793,-0.444123189,0.830703908,-0.534634765,0.592902439,NaN,Low
ASDURF,93.13628455,-0.160748392,0.281316849,-0.571414021,0.567719027,0.812544873,OK
ASF1A,261.8898369,0.37757162,0.228080185,1.655433685,0.097836558,0.456955061,OK
ASF1B,821.0364915,-0.170376582,0.153611983,-1.109136012,0.267371511,0.615175893,OK
ASGR1,5.461543261,0.035385424,0.946418938,0.037388753,0.97017504,NaN,Low
ASGR2,0.237531992,-1.756440669,4.069089191,-0.431654502,0.66599254,NaN,Low
ASH1L,997.4146214,0.01359601,0.143806568,0.094543734,0.924677243,0.971007175,OK
ASH1L-AS1,31.08000757,-0.556753638,0.387674633,-1.436136364,0.150963542,0.515694878,OK
ASH2L,652.2456672,-0.019954269,0.132128417,-0.151021782,0.879958533,0.956085832,OK
ASIC1,230.4162792,0.624148724,0.263953108,2.364619714,0.018048593,0.314460219,OK
ASIC2,11.40522548,-0.648454252,0.839963232,-0.77200314,0.440112568,NaN,Low
ASIC3,145.3018531,-0.377948032,0.209706579,-1.802270747,0.071502819,0.428469487,OK
ASIC4,1.142977928,2.164835363,2.203478119,0.982462837,0.325871883,NaN,Low
ASIC5,0.460989689,0.070793238,3.084238585,0.02295323,0.98168758,NaN,Low
ASIP,0.541930243,-0.348081408,2.910760387,-0.119584357,0.904812412,NaN,Low
ASL,544.5313467,-0.305745122,0.156493506,-1.953724017,0.050733864,0.394894393,OK
ASMT,0.701720677,0.196561044,2.631987213,0.074681611,0.940468039,NaN,Low
ASMTL,214.3933211,-0.047794748,0.215684524,-0.22159563,0.824628684,0.935151596,OK
ASMTL-AS1,40.42988734,-0.428503654,0.355049164,-1.206885404,0.227476279,0.581222976,OK
ASNA1,1157.888541,-0.312099635,0.140767931,-2.217121704,0.026614776,0.340068242,OK
ASNS,754.7303263,0.037001551,0.167341478,0.221114045,0.825003634,0.935156139,OK
ASNSD1,684.4347175,0.439628534,0.195520417,2.248504487,0.024544039,0.33267182,OK
ASNSP1,0,NaN,NaN,NaN,NaN,NaN,Low
ASPA,0,NaN,NaN,NaN,NaN,NaN,Low
ASPDH,0.665798071,-1.902869343,2.703849934,-0.703762927,0.481580425,NaN,Low
ASPG,0.495742811,0.675186629,2.965614194,0.227671769,0.819901421,NaN,Low
ASPH,15138.46089,0.288225111,0.124999716,2.305806136,0.021121467,0.322933188,OK
ASPHD1,242.9992574,-0.330787096,0.181862959,-1.818881086,0.068929574,0.426742711,OK
ASPHD2,60.90990995,-0.128487871,0.297769244,-0.431501486,0.666103772,0.866670078,OK
ASPM,1952.849365,0.330687533,0.200656227,1.648030258,0.099346462,0.458518625,OK
ASPN,0,NaN,NaN,NaN,NaN,NaN,Low
ASPRV1,5.011798731,-0.10248365,0.942520145,-0.108733644,0.913413756,NaN,Low
ASPSCR1,562.6396818,-0.395741421,0.184233405,-2.148043789,0.031710277,0.348578539,OK
ASRGL1,267.0395102,-0.143137169,0.173575002,-0.824641608,0.409575092,0.717904718,OK
ASS1,554.3936726,0.363942834,0.153947479,2.364071408,0.018075328,0.314460219,OK
ASTE1,107.2923835,0.328974573,0.23013188,1.429504565,0.152859264,0.518230201,OK
ASTL,0,NaN,NaN,NaN,NaN,NaN,Low
ASTN1,0,NaN,NaN,NaN,NaN,NaN,Low
ASTN2,138.2642983,-0.08446859,0.214617112,-0.393578073,0.693892572,0.879740499,OK
ASTN2-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
ASXL1,1944.546704,-0.140062095,0.127170395,-1.101373433,0.270734163,0.618730048,OK
ASXL2,1043.783385,-0.014063044,0.135672462,-0.103654376,0.917443634,0.969046178,OK
ASXL3,0,NaN,NaN,NaN,NaN,NaN,Low
ASZ1,0,NaN,NaN,NaN,NaN,NaN,Low
ATAD1,967.5185068,0.378574534,0.200411644,1.888984729,0.058893875,0.407756925,OK
ATAD2,2027.057117,0.353135982,0.15731829,2.24472298,0.024785922,0.332776667,OK
ATAD2B,274.6900502,0.169185909,0.197268107,0.857644512,0.391088788,0.703618708,OK
ATAD3A,710.5110308,-0.274649426,0.162204946,-1.693224734,0.090412698,0.451188298,OK
ATAD3B,40.51448882,-0.427944219,0.372962698,-1.147418284,0.251208788,0.601508448,OK
ATAD3C,0,NaN,NaN,NaN,NaN,NaN,Low
ATAD5,382.1662983,0.331608395,0.217443147,1.525034934,0.127250384,0.490274595,OK
ATAT1,103.9699149,-0.02346929,0.242455459,-0.096798356,0.922886529,0.971007175,OK
ATCAY,0.365853504,-0.800824939,3.628027052,-0.220732902,0.825300411,NaN,Low
ATE1,776.8134334,0.162599653,0.182753106,0.88972306,0.373614609,0.690955895,OK
ATE1-AS1,1.542506061,-0.832278315,1.751206368,-0.475259987,0.634601675,NaN,Low
ATF1,366.9778696,0.422290918,0.172452963,2.448731004,0.014336047,0.299341935,OK
ATF2,655.9384807,0.245962532,0.154857472,1.588315556,0.112215002,0.474186939,OK
ATF3,62.00794614,-0.209195894,0.28845439,-0.725230404,0.468310694,0.754793598,OK
ATF4,4662.551435,-0.056670685,0.122231911,-0.463632489,0.642911073,0.854313733,OK
ATF5,524.1682403,-0.276524374,0.16187281,-1.708281795,0.087584068,0.448462348,OK
ATF6,882.0745187,0.271735076,0.155345585,1.749229477,0.080251361,0.439070647,OK
ATF6B,1001.775791,-0.293231857,0.151371314,-1.937169263,0.052724656,0.39840849,OK
ATF7,561.8824013,0.087441852,0.144135596,0.606663829,0.544074031,0.800452977,OK
ATF7IP,323.3943464,0.335806118,0.197436278,1.700832901,0.088974369,0.449548059,OK
ATF7IP2,65.34115319,0.330624462,0.292622275,1.129867721,0.258531967,0.607990016,OK
ATG10,206.0881167,0.051055129,0.191069042,0.267207753,0.789309207,0.922928416,OK
ATG101,1097.866701,-0.223762317,0.148724414,-1.504543282,0.132441538,0.496238662,OK
ATG12,586.0782002,0.317278426,0.189089274,1.677929258,0.09336091,0.454450479,OK
ATG13,1546.941042,-0.111697093,0.116898192,-0.955507447,0.339321141,0.667987611,OK
ATG14,298.6096116,0.11112634,0.175212556,0.634237308,0.525925963,0.789584921,OK
ATG16L1,1461.468665,-0.008833438,0.12081552,-0.073115092,0.941714532,0.976898976,OK
ATG16L2,124.9736801,-0.385671218,0.232391731,-1.659573755,0.097000232,0.456327744,OK
ATG2A,602.204986,-0.361744878,0.160257845,-2.257267825,0.023991345,0.329632007,OK
ATG2B,582.8151722,0.064241194,0.170753362,0.376222132,0.706751763,0.885570333,OK
ATG3,569.7948303,0.08357345,0.141175432,0.591982956,0.553862002,0.804840675,OK
ATG4A,176.7366372,0.074300483,0.204959879,0.362512327,0.716969213,0.890726549,OK
ATG4B,793.3784398,-0.095279318,0.153062578,-0.622486039,0.533622321,0.793699801,OK
ATG4C,153.1992021,0.407182408,0.261135463,1.559276567,0.118930935,0.481016094,OK
ATG4D,173.1737034,-0.179611084,0.214370478,-0.837853636,0.402112911,0.711913091,OK
ATG5,591.863774,0.334242428,0.200085619,1.670497012,0.09482107,0.454450479,OK
ATG7,693.4795453,0.03521802,0.132115473,0.266569985,0.789800268,0.923088643,OK
ATG9A,1712.508372,-0.200644872,0.13798812,-1.454073525,0.145925923,0.509543298,OK
ATG9B,5.473029913,-0.881237912,0.979826144,-0.899381914,0.36844927,NaN,Low
ATIC,3583.594428,0.143674731,0.114197794,1.258121768,0.208347722,0.567739272,OK
ATL1,164.3208561,0.378208838,0.219303616,1.724590066,0.084601375,0.445901323,OK
ATL2,1091.325162,0.334312705,0.199414668,1.676469981,0.093646171,0.454450479,OK
ATL3,1276.870662,0.064351723,0.150026623,0.428935356,0.667970269,0.867742359,OK
ATM,632.4041735,0.037045646,0.210945356,0.175617262,0.86059464,0.949443714,OK
ATMIN,1200.74659,0.303568988,0.125134648,2.425938719,0.015268848,0.306885374,OK
ATN1,1387.307221,-0.23447658,0.147787323,-1.586581138,0.112607542,0.474186939,OK
ATOH1,0,NaN,NaN,NaN,NaN,NaN,Low
ATOH7,4.172694698,-0.676394376,1.157869794,-0.584171363,0.559105026,NaN,Low
ATOH8,104.8464449,-0.141794055,0.243778869,-0.581650312,0.560802246,0.808304064,OK
ATOX1,689.1073219,-0.11364162,0.135611912,-0.837991427,0.402035518,0.711913091,OK
ATP10A,509.681917,-0.014975105,0.142765008,-0.104893389,0.916460405,0.96846169,OK
ATP10B,0.237531992,-1.756440669,4.069089191,-0.431654502,0.66599254,NaN,Low
ATP10D,118.8106275,0.081137631,0.224852924,0.360847568,0.718213401,0.891643009,OK
ATP11A,816.7642807,-0.023242758,0.128689291,-0.180611438,0.856672577,0.94844181,OK
ATP11A-AS1,0.237531992,-1.756440669,4.069089191,-0.431654502,0.66599254,NaN,Low
ATP11AUN,0,NaN,NaN,NaN,NaN,NaN,Low
ATP11B,450.7093571,0.257641149,0.197406555,1.305129656,0.191848702,0.553052047,OK
ATP11C,391.2774437,0.469139279,0.212326103,2.209522392,0.027138327,0.341848362,OK
ATP12A,0.260747532,-2.161633513,4.057115252,-0.532800618,0.594171606,NaN,Low
ATP13A1,799.6521218,-0.351316768,0.158470007,-2.216929085,0.026627938,0.340068242,OK
ATP13A2,872.9544572,-0.266194451,0.154483742,-1.723122751,0.084866329,0.446059392,OK
ATP13A3,1240.773027,0.252204189,0.187815556,1.342829072,0.179327327,0.542404407,OK
ATP13A4,0,NaN,NaN,NaN,NaN,NaN,Low
ATP13A4-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
ATP13A5,0,NaN,NaN,NaN,NaN,NaN,Low
ATP13A5-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
ATP1A1,4389.666974,-0.015591497,0.110192811,-0.141492865,0.887480596,0.958713467,OK
ATP1A1-AS1,30.63575035,-0.122984762,0.388536455,-0.316533392,0.751597684,0.907275303,OK
ATP1A2,2.721539401,-1.515589754,1.341153816,-1.130064081,0.258449224,NaN,Low
ATP1A3,63.37662854,-0.135557091,0.295746753,-0.458355299,0.646697201,0.85652972,OK
ATP1A4,0,NaN,NaN,NaN,NaN,NaN,Low
ATP1B1,4377.966043,0.241960046,0.146568534,1.65083213,0.098772857,0.458256139,OK
ATP1B2,0.297873494,-0.947466171,3.924604076,-0.241417007,0.809231932,NaN,Low
ATP1B3,2310.123399,0.174662125,0.147494793,1.184191808,0.236337144,0.589070182,OK
ATP1B4,0,NaN,NaN,NaN,NaN,NaN,Low
ATP23,118.5930384,-0.037871335,0.253425271,-0.14943788,0.881208123,0.956451199,OK
ATP2A1,29.78298862,-0.520981208,0.40304007,-1.292628814,0.196139469,0.557277918,OK
ATP2A1-AS1,36.87173087,0.338274818,0.377963974,0.894992226,0.370791244,0.688848246,OK
ATP2A2,11026.29643,0.023199833,0.107888911,0.215034457,0.829740454,0.936939244,OK
ATP2A3,355.126591,-0.042281332,0.167316562,-0.25270261,0.800498031,0.92828388,OK
ATP2B1,2314.864109,0.419250793,0.175904327,2.383402388,0.017153433,0.314460219,OK
ATP2B1-AS1,33.25191723,-0.111736325,0.398785389,-0.280191621,0.779330495,0.918279847,OK
ATP2B2,0,NaN,NaN,NaN,NaN,NaN,Low
ATP2B2-IT2,0,NaN,NaN,NaN,NaN,NaN,Low
ATP2B3,0.462813029,0.592382771,3.033558372,0.195276536,0.845176465,NaN,Low
ATP2B4,659.839055,0.063136706,0.13851079,0.455825182,0.648515694,0.856970404,OK
ATP2C1,1320.321086,0.281677849,0.139618153,2.017487289,0.043644686,0.37545951,OK
ATP2C2,2.815181817,0.372342108,1.274905508,0.29205467,0.770244824,NaN,Low
ATP2C2-AS1,13.71360405,-0.903687568,0.572974222,-1.57718713,0.114752473,0.475653151,OK
ATP4A,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
ATP4B,0,NaN,NaN,NaN,NaN,NaN,Low
ATP5F1A,6796.85128,-0.004423371,0.114040354,-0.038787771,0.969059595,0.987853038,OK
ATP5F1B,14605.75333,-0.080434384,0.104931193,-0.766544071,0.443352639,0.740892545,OK
ATP5F1C,3381.307394,0.276796336,0.1467026,1.886785482,0.059189185,0.407756925,OK
ATP5F1D,754.3832074,-0.07097235,0.163983146,-0.432802711,0.665158104,0.866137009,OK
ATP5F1E,4365.461351,0.095226816,0.129477871,0.735467888,0.46205459,0.751542556,OK
ATP5IF1,1043.284,0.131462828,0.128365027,1.024132751,0.305772577,0.644100052,OK
ATP5MC1,2050.845331,-0.129378578,0.132534913,-0.976184881,0.328972854,0.660468432,OK
ATP5MC2,4632.2452,-0.041471808,0.128439765,-0.322889159,0.746779187,0.904574207,OK
ATP5MC3,4079.611947,0.067315067,0.125186229,0.537719425,0.590770767,0.827090407,OK
ATP5MD,1238.103306,0.100490943,0.185136079,0.542795029,0.587270936,0.825043864,OK
ATP5ME,940.4214705,-0.02478062,0.15128527,-0.163800612,0.86988811,0.953351829,OK
ATP5MF,2464.990133,0.079282148,0.129151928,0.613867323,0.539303005,0.797271268,OK
ATP5MF-PTCD1,35.05856151,1.55364095,3.733505446,0.416134641,NaN,NaN,Outlier
ATP5MG,1851.877901,0.058205161,0.13792018,0.422020626,0.673009963,0.869526957,OK
ATP5MGL,0.297844136,-0.660726707,3.920190118,-0.168544557,0.866154894,NaN,Low
ATP5MPL,1440.916773,0.055575956,0.130247135,0.426696188,0.669600628,0.868350442,OK
ATP5PB,1844.582271,0.167723095,0.141122588,1.188492202,0.23463955,0.587310689,OK
ATP5PD,2581.494815,0.05787127,0.116378082,0.497269491,0.618999023,0.841827449,OK
ATP5PF,1247.008597,0.227259669,0.136473849,1.665225031,0.095867869,0.455167376,OK
ATP5PO,1576.192338,0.047345522,0.125615898,0.376907088,0.706242654,0.885502624,OK
ATP5S,91.34867521,-0.240589868,0.241587504,-0.995870498,0.319313071,0.652525992,OK
ATP6AP1,2091.178512,-0.247571062,0.134056302,-1.846769296,0.064780584,0.418814455,OK
ATP6AP1L,6.29093773,0.764534317,0.857653262,0.891425883,0.372700737,NaN,Low
ATP6AP2,1844.877913,0.289143034,0.16590889,1.742782039,0.081371695,0.440231527,OK
ATP6V0A1,997.8210534,-0.188757994,0.12940835,-1.458622982,0.144668905,0.508766773,OK
ATP6V0A2,491.8692009,0.096724105,0.145682596,0.663937274,0.506730459,0.777483599,OK
ATP6V0A4,4.293097918,-0.890517115,1.020929651,-0.872260996,0.38306601,NaN,Low
ATP6V0B,1108.414204,-0.299124123,0.140958587,-2.122070955,0.03383178,0.352320558,OK
ATP6V0C,1089.692228,-0.322995473,0.147433381,-2.1907893,0.028467043,0.342965902,OK
ATP6V0CP3,0,NaN,NaN,NaN,NaN,NaN,Low
ATP6V0D1,1157.531912,-0.299647916,0.135669488,-2.208661064,0.027198225,0.341848362,OK
ATP6V0D2,0.965461877,0.69616919,2.215301822,0.314254781,0.753327539,NaN,Low
ATP6V0E1,2597.618691,0.093015347,0.126032175,0.738028583,0.46049708,0.749810371,OK
ATP6V0E2,1038.211002,-0.357541918,0.149876371,-2.385578963,0.017052261,0.314460219,OK
ATP6V0E2-AS1,57.57972316,-0.696796387,0.305140136,-2.283529119,0.02239922,0.326802622,OK
ATP6V1A,752.3152944,0.114717604,0.170777171,0.671738524,0.501750172,0.774838375,OK
ATP6V1B1,41.89079224,-0.304038433,0.347644525,-0.874567011,0.381809544,0.69721669,OK
ATP6V1B1-AS1,2.721037768,0.575897785,1.326975537,0.433992767,0.664293694,NaN,Low
ATP6V1B2,1303.818826,-0.019362999,0.123652473,-0.156592086,0.87556634,0.954971972,OK
ATP6V1C1,1206.663083,0.260387499,0.178916991,1.455353672,0.145571375,0.509069792,OK
ATP6V1C2,38.06359448,-0.235301253,0.352488948,-0.667542215,0.504425854,0.776275016,OK
ATP6V1D,808.4601242,0.239977044,0.167090366,1.436211132,0.150942272,0.515694878,OK
ATP6V1E1,1567.636356,-0.016552023,0.125442852,-0.131948713,0.895024858,0.961746784,OK
ATP6V1E2,98.36269254,-0.184270326,0.241977745,-0.761517658,0.446347936,0.742215207,OK
ATP6V1F,1338.378302,-0.049773729,0.138075054,-0.360483142,0.718485861,0.891723562,OK
ATP6V1FNB,17.43829047,-0.055673104,0.552126346,-0.100833992,0.919682243,0.969904146,OK
ATP6V1G1,1209.472487,0.1384252,0.140042161,0.988453754,0.322930472,0.655614058,OK
ATP6V1G2,4.579516022,0.080081191,0.966222771,0.08288067,0.933946424,NaN,Low
ATP6V1G2-DDX39B,22.83448651,-0.315733314,2.297743396,-0.137410172,0.890706592,0.960040505,OK
ATP6V1G3,0,NaN,NaN,NaN,NaN,NaN,Low
ATP6V1H,628.5279066,0.06085152,0.143958365,0.422702218,0.672512537,0.869431337,OK
ATP7A,491.6578519,0.111382606,0.203306889,0.547854555,0.583791775,0.823600127,OK
ATP7B,196.5723081,-0.15726674,0.184524662,-0.852280335,0.394058518,0.705389325,OK
ATP8A1,15.14690196,0.122328273,0.546902266,0.223674832,0.823010331,0.934828877,OK
ATP8A2,0,NaN,NaN,NaN,NaN,NaN,Low
ATP8B1,744.6286502,-0.056126906,0.13147041,-0.426916641,0.669440045,0.868345209,OK
ATP8B2,1243.669069,-0.192000699,0.132403712,-1.45011568,0.147026263,0.510746503,OK
ATP8B3,102.674764,-0.036341843,0.238970336,-0.152076794,0.879126367,0.955852429,OK
ATP8B4,31.26919921,0.350696111,0.39078089,0.897423903,0.369492763,0.687853749,OK
ATP8B5P,4.231750615,0.522426299,1.030420305,0.50700311,0.612152637,NaN,Low
ATP9A,1475.829333,-0.24242403,0.117587634,-2.061645606,0.039241489,0.363240211,OK
ATP9B,577.7005876,-0.199740477,0.136089524,-1.467713831,0.142181972,0.50641698,OK
ATPAF1,634.195796,0.282102638,0.152852445,1.845588004,0.06495205,0.418973277,OK
ATPAF2,316.2445527,-0.128535497,0.170642436,-0.753244619,0.451302931,0.744344111,OK
ATR,665.0809157,0.309924353,0.185398497,1.671665945,0.094590213,0.454450479,OK
ATRAID,2588.192382,0.02300085,0.112933546,0.20366712,0.838613638,0.940750676,OK
ATRIP,171.3655072,-0.052934786,0.192387064,-0.275147324,0.783203055,0.921248176,OK
ATRIP-TREX1,107.5377801,-0.221613305,0.25766115,-0.860095924,0.389736168,0.702935957,OK
ATRN,1973.662647,-0.07124364,0.114660519,-0.621344125,0.534373227,0.794305992,OK
ATRNL1,17.10969451,0.729300426,0.543485183,1.341895692,0.179629819,0.542476093,OK
ATRX,1395.007543,0.448554758,0.200019754,2.242552293,0.0249257,0.33368849,OK
ATXN1,220.473365,-0.216218522,0.188234377,-1.148666498,0.250693526,0.601081658,OK
ATXN10,2527.233238,0.181336307,0.125949627,1.43975263,0.149937397,0.514038713,OK
ATXN1L,1143.26687,-0.070085167,0.121968128,-0.574618698,0.565549203,0.811577709,OK
ATXN2,526.8818867,-0.035361007,0.138175582,-0.255913571,0.798017576,0.927296968,OK
ATXN2-AS,1.154292848,-0.175923153,2.05651472,-0.08554432,0.931828663,NaN,Low
ATXN2L,2030.300067,-0.156868308,0.146796327,-1.068611941,0.285244566,0.630883177,OK
ATXN3,284.1267341,0.143019662,0.225193543,0.635096636,0.525365391,0.789265552,OK
ATXN3L,0,NaN,NaN,NaN,NaN,NaN,Low
ATXN7,242.6199583,0.066265777,0.187197454,0.353988666,0.723347378,0.893462989,OK
ATXN7L1,100.8399432,-0.07442686,0.249871293,-0.297860788,0.765809417,0.91367447,OK
ATXN7L2,36.648113,-0.270705318,0.377144942,-0.717775285,0.472895855,0.758129658,OK
ATXN7L3,1642.399443,-0.182602859,0.136976439,-1.333096846,0.182500024,0.545133198,OK
ATXN7L3B,1384.429006,-0.019343866,0.118467751,-0.163283815,0.870294977,0.953351829,OK
ATXN8OS,0,NaN,NaN,NaN,NaN,NaN,Low
AUH,209.9136769,0.186766217,0.189639334,0.984849574,0.324697966,0.657118791,OK
AUNIP,140.8316999,0.145964216,0.235794051,0.61903265,0.53589485,0.795168664,OK
AUP1,3059.740165,-0.23559074,0.142956871,-1.647984723,0.099355806,0.458518625,OK
AURKA,2133.055395,0.179018655,0.119226194,1.501504409,0.133225147,0.497664633,OK
AURKAIP1,1368.942441,-0.198050265,0.146621399,-1.350759614,0.176772449,0.540838732,OK
AURKAP1,6.51974019,-0.870552471,0.826141553,-1.053757033,0.29199417,NaN,Low
AURKB,1396.010465,-0.17305929,0.13685344,-1.264559301,0.20602935,0.565506786,OK
AURKC,2.583374128,-0.352796882,1.319769376,-0.267317069,0.789225045,NaN,Low
AUTS2,171.6062682,-0.351007906,0.191297184,-1.834882767,0.066523062,0.420655144,OK
AVEN,395.0981889,-0.049810348,0.154737188,-0.32190289,0.747526264,0.904574207,OK
AVIL,14.42495718,-0.34205486,0.555163338,-0.616133734,0.537806259,0.796095946,OK
AVL9,1053.443586,0.136688522,0.143434037,0.952971305,0.34060461,0.669202419,OK
AVP,0,NaN,NaN,NaN,NaN,NaN,Low
AVPI1,1218.992754,-0.221583706,0.143550405,-1.543595125,0.122686447,0.485969367,OK
AVPR1A,3.481270441,-0.220164031,1.146491723,-0.192032813,0.847716502,NaN,Low
AVPR1B,0,NaN,NaN,NaN,NaN,NaN,Low
AVPR2,0.405704087,-0.797556844,3.495328616,-0.228177929,0.819507919,NaN,Low
AWAT1,0,NaN,NaN,NaN,NaN,NaN,Low
AWAT2,0.127128243,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
AXDND1,1.61503371,0.926254555,1.913406165,0.484086741,0.628324311,NaN,Low
AXIN1,910.7703621,-0.191948664,0.152873062,-1.255608163,0.20925807,0.567768074,OK
AXIN2,152.9458594,0.013415796,0.200578651,0.066885462,0.946672887,0.979034084,OK
AXL,3252.261169,-0.166068849,0.116285485,-1.428113305,0.153259248,0.518506811,OK
AZGP1,0.333242207,1.531618108,3.683643358,0.415788924,0.677564464,NaN,Low
AZGP1P1,0,NaN,NaN,NaN,NaN,NaN,Low
AZI2,564.949658,0.24149776,0.150757995,1.60189024,0.109179883,0.471813809,OK
AZIN1,1520.794505,0.175200153,0.165122039,1.061034331,0.2886743,0.633740695,OK
AZIN1-AS1,23.41494509,-0.084930327,0.442902286,-0.191758611,0.847931293,0.944997806,OK
AZIN2,18.43750106,0.323312403,0.558387765,0.579010544,0.562582059,0.809276431,OK
AZU1,2.040870295,-1.113541011,1.620915124,-0.686982923,0.49209349,NaN,Low
B2M,4968.688086,0.610810533,0.154533821,3.952600982,7.73E-05,0.011693864,OK
B3GALNT1,1.068071777,1.016716645,2.161230639,0.470434125,0.638044888,NaN,Low
B3GALNT2,459.5042883,0.117329105,0.161673866,0.725714725,0.468013673,0.754793598,OK
B3GALT1,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
B3GALT2,0,NaN,NaN,NaN,NaN,NaN,Low
B3GALT4,17.31094221,-0.13434347,0.53622615,-0.250535095,0.802173568,0.928620126,OK
B3GALT5,42.26136141,-0.136615034,0.340375263,-0.401365929,0.68815073,0.877603229,OK
B3GALT5-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
B3GALT6,627.1171472,-0.212910998,0.165437356,-1.286958423,0.19810878,0.557518853,OK
B3GAT1,0.46134089,0.565579242,3.037711064,0.18618599,0.85229891,NaN,Low
B3GAT2,0,NaN,NaN,NaN,NaN,NaN,Low
B3GAT3,736.3092181,-0.17257771,0.14041996,-1.229011247,0.219067589,0.574751621,OK
B3GLCT,246.342844,0.039177263,0.196234915,0.199644714,0.841758455,0.941635136,OK
B3GNT10,86.35189856,0.456217203,0.272186152,1.676122021,0.093714294,0.454450479,OK
B3GNT2,553.5233599,0.322003221,0.146686052,2.195186369,0.028150232,0.342965902,OK
B3GNT3,299.9679656,-0.199606989,0.178403283,-1.118852671,0.263202997,0.61150619,OK
B3GNT4,127.43618,-0.075527922,0.232278252,-0.325161402,0.74505892,0.904273169,OK
B3GNT5,142.9569081,0.281780653,0.250838377,1.123355429,0.261286571,0.610312367,OK
B3GNT6,0.16747037,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
B3GNT7,46.23656934,-0.033665595,0.35889637,-0.09380311,0.925265562,0.9713576,OK
B3GNT8,3.718381008,-0.392850283,1.13723034,-0.345444779,0.729760018,NaN,Low
B3GNT9,311.1641371,-0.26137951,0.17532391,-1.490837791,0.136004087,0.501126972,OK
B3GNTL1,129.8983429,-0.328820872,0.222369269,-1.478715445,0.139216383,0.504603156,OK
B4GALNT1,1164.246904,-0.220486379,0.143439501,-1.537138497,0.124259397,0.487094299,OK
B4GALNT2,18.93810932,0.056606819,0.493325337,0.114745412,0.908646918,0.965526003,OK
B4GALNT3,9.005016907,0.213883693,0.718472409,0.297692284,0.765938033,NaN,Low
B4GALNT4,376.3972363,0.33846366,0.172712495,1.959694115,0.050031553,0.392504149,OK
B4GALT1,6604.960413,0.026908806,0.106160005,0.253474045,0.799901916,0.927981652,OK
B4GALT1-AS1,5.521885052,-0.261520122,0.965106944,-0.270975278,0.786410047,NaN,Low
B4GALT2,900.4221101,-0.275851121,0.150168456,-1.83694451,0.066218088,0.420393703,OK
B4GALT3,459.4204586,-0.283862139,0.165249226,-1.717781955,0.085836394,0.447532378,OK
B4GALT4,2848.766791,0.239623868,0.131323457,1.824684438,0.068048663,0.425150515,OK
B4GALT4-AS1,0.294598613,1.302448898,3.902727261,0.333727881,0.738584909,NaN,Low
B4GALT5,1877.927834,0.014491585,0.114584967,0.12647021,0.899359729,0.963402577,OK
B4GALT6,138.9280487,0.367841979,0.222121873,1.656036723,0.097714382,0.456908737,OK
