GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
SST,0,NaN,NaN,NaN,NaN,NaN,Low
SSTR1,0,NaN,NaN,NaN,NaN,NaN,Low
SSTR2,3.518029373,-0.636701747,1.139587621,-0.558712411,0.576358008,NaN,Low
SSTR3,0,NaN,NaN,NaN,NaN,NaN,Low
SSTR4,0.237531992,-1.756440669,4.069089191,-0.431654502,0.66599254,NaN,Low
SSTR5,4.813057846,0.137389442,0.96663,0.1421324,0.886975426,NaN,Low
SSTR5-AS1,4.682188039,0.175702032,0.961425622,0.18275156,0.854992958,NaN,Low
SSU72,1615.958208,-0.065502336,0.124685646,-0.525339829,0.599346975,0.831415296,OK
SSUH2,5.646719623,-0.483700562,0.947314629,-0.510601808,0.60962991,NaN,Low
SSX1,0.127128243,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
SSX2,0,NaN,NaN,NaN,NaN,NaN,Low
SSX2B,0,NaN,NaN,NaN,NaN,NaN,Low
SSX2IP,355.0086279,0.514279548,0.223161268,2.304519739,0.021193486,0.322933188,OK
SSX3,0,NaN,NaN,NaN,NaN,NaN,Low
SSX4,0.127128243,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
SSX4B,0,NaN,NaN,NaN,NaN,NaN,Low
SSX5,0,NaN,NaN,NaN,NaN,NaN,Low
SSX6P,0,NaN,NaN,NaN,NaN,NaN,Low
SSX7,0,NaN,NaN,NaN,NaN,NaN,Low
SSX8P,0,NaN,NaN,NaN,NaN,NaN,Low
SSX9P,0,NaN,NaN,NaN,NaN,NaN,Low
ST13,3085.748872,0.236310261,0.131727784,1.793928762,0.07282454,0.428878271,OK
ST13P4,7.414252291,-0.185353361,0.793002323,-0.233736214,0.815189771,NaN,Low
ST14,2.55213465,0.159654396,1.407381349,0.11344075,0.909681134,NaN,Low
ST18,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
ST20,225.0635409,0.015236288,0.18126961,0.084053187,0.933014144,0.974258787,OK
ST20-AS1,90.16368373,-0.447036397,0.26760226,-1.670525494,0.09481544,0.454450479,OK
ST20-MTHFS,1.643375365,3.79448537,1.927006437,1.96910882,0.048940596,NaN,Low
ST3GAL1,558.5907299,-0.045877419,0.143463908,-0.319783697,0.749132307,0.905503616,OK
ST3GAL2,753.9608671,-0.193838504,0.15879931,-1.220650797,0.222218264,0.577774185,OK
ST3GAL3,75.2115175,-0.194521271,0.268068414,-0.725640397,0.468059249,0.754793598,OK
ST3GAL4,353.1154175,-0.091784391,0.1782693,-0.514863696,0.606648271,0.836006636,OK
ST3GAL5,1474.328142,0.11490436,0.123795705,0.928177276,0.35331562,0.676517419,OK
ST3GAL5-AS1,6.494424228,0.242110932,0.827345855,0.292635698,0.769800624,NaN,Low
ST3GAL6,30.53472517,0.159793428,0.395888435,0.403632473,0.686483003,0.87662079,OK
ST3GAL6-AS1,0.677809331,0.925462081,2.65309872,0.348823085,0.727222131,NaN,Low
ST5,228.3471593,-0.305449363,0.189306341,-1.613518917,0.106631817,0.468732724,OK
ST6GAL1,181.087509,0.114287438,0.201659581,0.566734484,0.570894589,0.814252981,OK
ST6GAL2,1458.423541,-0.045882048,0.127402533,-0.360134502,0.718746552,0.891723562,OK
ST6GALNAC1,3.462781034,-0.09943764,1.152822897,-0.086255781,0.931263089,NaN,Low
ST6GALNAC2,13.19729589,-0.466471668,0.581060576,-0.802793525,0.422094085,NaN,Low
ST6GALNAC3,12.8123438,-0.015194017,0.67345676,-0.022561236,0.982000265,NaN,Low
ST6GALNAC4,249.1912113,-0.071208659,0.189088299,-0.37658945,0.706478729,0.885570333,OK
ST6GALNAC5,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
ST6GALNAC6,449.1845434,-0.053585984,0.160027425,-0.334855004,0.737734466,0.900375308,OK
ST7,398.3085604,0.07944793,0.150714907,0.527140488,0.598096032,0.831119668,OK
ST7-AS1,5.671876013,0.757097667,0.901665598,0.839665691,0.401095856,NaN,Low
ST7-AS2,0,NaN,NaN,NaN,NaN,NaN,Low
ST7-OT3,1.222291084,-1.931124839,1.997012384,-0.967006942,0.333540563,NaN,Low
ST7-OT4,1.731773711,0.623786209,1.875691885,0.332563261,0.73946398,NaN,Low
ST7L,103.0202023,0.162826601,0.236625026,0.688120793,0.491376717,0.769843348,OK
ST8SIA1,3.464811726,-0.773692961,1.15526692,-0.669709266,0.503043144,NaN,Low
ST8SIA2,1.086868069,0.19061211,2.053934562,0.0928034,0.92605975,NaN,Low
ST8SIA3,0,NaN,NaN,NaN,NaN,NaN,Low
ST8SIA4,138.5986935,0.189623825,0.251003253,0.755463616,0.449970855,0.743817046,OK
ST8SIA5,0,NaN,NaN,NaN,NaN,NaN,Low
ST8SIA6,2.738447122,-0.194600699,1.365263392,-0.142537111,0.886655769,NaN,Low
ST8SIA6-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
STAB1,0.558494451,-1.640652565,3.092701746,-0.530491686,0.595771072,NaN,Low
STAB2,1.067882849,-0.399300156,2.298958915,-0.173687382,0.862111154,NaN,Low
STAC,111.4041205,0.336898768,0.227372452,1.481704423,0.13841896,0.503994575,OK
STAC2,1.493408283,-0.244625505,1.696643373,-0.144182041,0.885356722,NaN,Low
STAC3,9.164234384,0.092572741,0.72518563,0.127653854,0.89842291,NaN,Low
STAG1,574.9702955,0.186460387,0.182027726,1.024351568,0.305669249,0.644100052,OK
STAG2,1862.650465,0.383973446,0.194202904,1.977176647,0.048021666,0.388725408,OK
STAG3,21.75100626,-0.616665133,0.468176936,-1.317162563,0.18778414,0.549141253,OK
STAG3L1,52.2435748,-0.544371264,0.324261584,-1.678802828,0.093190477,0.454450479,OK
STAG3L2,247.3992055,-0.232836777,0.18622162,-1.250320862,0.21118236,0.56884015,OK
STAG3L3,151.2376276,-0.450119495,0.236579627,-1.902613094,0.057091049,0.405818415,OK
STAG3L4,201.38296,0.076840556,0.189662166,0.405144354,0.685371405,0.876138793,OK
STAG3L5P,48.34217932,-0.010669709,0.335236467,-0.031827412,0.974609686,0.989982558,OK
STAG3L5P-PVRIG2P-PILRB,1018.354674,-0.183892494,0.152312473,-1.207337063,0.227302363,0.581202117,OK
STAM,498.8805061,0.255255181,0.171476642,1.488571142,0.136600336,0.501774244,OK
STAM-AS1,11.52933896,-0.1565053,0.633253145,-0.247144924,0.804796068,NaN,Low
STAM2,473.0395525,0.372672339,0.193879377,1.922186594,0.054582283,0.403399058,OK
STAMBP,1028.66804,0.114093897,0.126350001,0.902998782,0.366526541,0.685773633,OK
STAMBPL1,599.8350175,0.124565157,0.142651289,0.87321438,0.382546238,0.697373392,OK
STAP1,0,NaN,NaN,NaN,NaN,NaN,Low
STAP2,1.186024994,-0.383685058,2.06546683,-0.185761907,0.852631478,NaN,Low
STAR,0.802649219,-0.97744638,2.566108864,-0.380906046,0.703272966,NaN,Low
STARD10,257.1325153,-0.161464032,0.172828938,-0.934241877,0.350179139,0.674836365,OK
STARD13,154.3531711,0.162086289,0.214670128,0.755048176,0.450220076,0.743817046,OK
STARD13-AS,0.127128243,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
STARD3,956.7448957,-0.239464227,0.14276124,-1.677375649,0.093469048,0.454450479,OK
STARD3NL,1021.946671,0.221191435,0.157836812,1.401393203,0.161096524,0.525687458,OK
STARD4,469.3338182,0.305164295,0.171550428,1.778860586,0.075262621,0.431466772,OK
STARD4-AS1,14.81812158,-0.069552343,0.560792188,-0.124025164,0.901295351,0.963597004,OK
STARD5,30.46713296,-0.111547602,0.395904735,-0.281753645,0.778132417,0.917582913,OK
STARD6,0,NaN,NaN,NaN,NaN,NaN,Low
STARD7,2695.663045,-0.023212228,0.11032533,-0.210397992,0.83335706,0.938172746,OK
STARD7-AS1,34.5120523,-0.181110249,0.396547975,-0.456717121,0.647874383,0.856970404,OK
STARD8,53.50884754,-0.016525053,0.315693298,-0.052345278,0.958253576,0.984281288,OK
STARD9,224.2126018,-0.113501728,0.175320402,-0.647396006,0.51737568,0.783923485,OK
STAT1,5185.671878,1.354971312,0.115795294,11.70143677,1.25E-31,1.90E-28,OK
STAT2,695.7087331,0.549829148,0.13522263,4.066103054,4.78E-05,0.007656802,OK
STAT3,3445.12321,0.029293278,0.119968808,0.244174119,0.80709597,0.929920304,OK
STAT4,128.7899871,0.504998467,0.217659575,2.320129809,0.020333856,0.322881778,OK
STAT5A,202.4564235,-0.210976498,0.202690187,-1.040881659,0.297930475,0.639963252,OK
STAT5B,1393.724278,-0.111097674,0.127878297,-0.868776612,0.384969328,0.699464944,OK
STAT6,2204.62904,-0.118858216,0.134066534,-0.886561417,0.375315074,0.692590349,OK
STATH,0,NaN,NaN,NaN,NaN,NaN,Low
STAU1,2068.123901,0.079549131,0.117915134,0.674630377,0.499910628,0.774000147,OK
STAU2,685.1668708,0.426648749,0.160184778,2.663478724,0.00773373,0.240381286,OK
STAU2-AS1,0.234459302,-0.646443902,4.073369139,-0.158700054,0.873905196,NaN,Low
STBD1,190.9399783,-0.281426052,0.208332243,-1.350852117,0.176742809,0.540838732,OK
STC1,383.2678411,0.4973609,0.155715884,3.194028039,0.001403025,0.104375852,OK
STC2,693.7662918,-0.066817769,0.144078096,-0.463760772,0.642819152,0.854313733,OK
STEAP1,343.2652952,0.812587366,0.202410815,4.014545196,5.96E-05,0.00942857,OK
STEAP1B,0.527449873,0.848524683,2.717049355,0.312296382,0.754815289,NaN,Low
STEAP2,281.0685104,0.388620518,0.183284341,2.120314894,0.033979498,0.352320558,OK
STEAP2-AS1,0.532130605,0.250852894,2.938228997,0.085375542,0.931962837,NaN,Low
STEAP3,1654.086221,-0.21711927,0.127534709,-1.702432777,0.08867427,0.449111426,OK
STEAP3-AS1,13.16567282,-0.91490597,0.6223604,-1.470058136,0.141546009,NaN,Low
STEAP4,0.421623896,1.829741422,3.37264811,0.542523667,0.587457808,NaN,Low
STH,0,NaN,NaN,NaN,NaN,NaN,Low
STIL,636.8216649,0.284646428,0.155027251,1.836105758,0.066342017,0.420538171,OK
STIM1,1014.126415,-0.09203693,0.138483686,-0.664604856,0.506303263,0.777370192,OK
STIM2,251.7427743,0.170343171,0.188114009,0.905531553,0.365183852,0.685246043,OK
STIMATE,339.3749736,0.017455322,0.159460379,0.109464945,0.912833724,0.967243176,OK
STIP1,6356.979487,0.041269395,0.118244253,0.349018186,0.727075657,0.895455058,OK
STK10,660.0237632,-0.122316596,0.144288611,-0.847721762,0.396592944,0.707790912,OK
STK11,846.4946506,-0.142022091,0.161691948,-0.878349807,0.379753914,0.694981824,OK
STK11IP,484.5539638,-0.157213209,0.163113748,-0.963825619,0.33513336,0.665560258,OK
STK16,575.392532,-0.126570246,0.141563264,-0.894089628,0.371273938,0.689096577,OK
STK17A,792.9647571,0.543290426,0.162147025,3.35060372,0.000806356,0.075189941,OK
STK17B,165.4466107,0.270323298,0.23448029,1.152861496,0.248967238,0.599918243,OK
STK19,127.0189681,-0.156013476,0.232884176,-0.669918747,0.502909588,0.775257748,OK
STK24,1175.983905,0.014602383,0.126555148,0.115383559,0.90814111,0.965410201,OK
STK24-AS1,3.561497936,0.378421587,1.155384808,0.327528616,0.743268103,NaN,Low
STK25,1745.229374,-0.261101058,0.144875971,-1.802238537,0.071507884,0.428469487,OK
STK26,251.5145569,0.331753318,0.212229339,1.563183112,0.118009531,0.480363403,OK
STK3,330.5353076,0.463392437,0.217967258,2.125972686,0.033505534,0.35157178,OK
STK31,13.1834407,0.72183749,0.609905114,1.183524246,0.236601443,NaN,Low
STK32A,9.700064482,0.884992232,0.786185696,1.125678369,0.260301683,NaN,Low
STK32A-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
STK32B,330.5637844,-0.126211762,0.174073944,-0.725046834,0.468423299,0.754793598,OK
STK32C,563.6042371,-0.176542176,0.15950393,-1.106820229,0.26837166,0.616193858,OK
STK33,52.9616838,-0.017476223,0.322500303,-0.054189787,0.956783957,0.983291069,OK
STK35,790.0028454,-0.142967421,0.131387931,-1.088132071,0.276536807,0.622880344,OK
STK36,459.0990884,-0.10866162,0.154364505,-0.703928794,0.481477119,0.763521199,OK
STK38,889.805225,0.147152432,0.1369281,1.074669352,0.28252279,0.628382798,OK
STK38L,430.1478855,0.306327364,0.18444054,1.660846174,0.096744345,0.456327744,OK
STK39,642.0811355,0.145129223,0.1382062,1.050091988,0.293675822,0.637226167,OK
STK4,878.0878683,0.105381994,0.12698379,0.8298854,0.40660358,0.716180472,OK
STK4-AS1,4.992502362,1.013266492,1.015381743,0.997916792,0.318319708,NaN,Low
STK40,215.3042325,-0.357302577,0.199767395,-1.788593067,0.073680375,0.429203243,OK
STKLD1,9.255529286,0.03854455,0.722856545,0.053322544,0.957474918,NaN,Low
STMN1,2845.329143,0.226652482,0.142780279,1.587421485,0.112417216,0.474186939,OK
STMN2,0,NaN,NaN,NaN,NaN,NaN,Low
STMN3,191.7852491,-0.182638813,0.212431247,-0.859754935,0.389924145,0.70298877,OK
STMN4,0.271819293,1.196506447,4.027524207,0.297082372,0.766403622,NaN,Low
STMND1,0.208766064,0.923849655,4.054933765,0.227833476,0.819775701,NaN,Low
STMP1,712.1689951,0.322640686,0.170146389,1.8962535,0.057926532,0.407472393,OK
STN1,409.0754112,-0.026695526,0.149435168,-0.178642862,0.858218137,0.948568168,OK
STOM,1724.719256,0.27461051,0.128538394,2.136408437,0.032646137,0.34940606,OK
STOML1,189.802173,-0.22676246,0.216972769,-1.045119445,0.295967768,0.638457486,OK
STOML2,3353.477162,-0.128714525,0.122525109,-1.050515491,0.293481172,0.637226167,OK
STOML3,0,NaN,NaN,NaN,NaN,NaN,Low
STON1,14.9085001,1.226504376,0.656033705,1.869575246,0.061542825,0.412037912,OK
STON1-GTF2A1L,1.303737659,-4.263182274,2.435125541,-1.750703281,0.079997034,NaN,Low
STON2,42.40996139,-0.699001831,0.409176253,-1.708314755,0.087577955,0.448462348,OK
STOX1,46.91582916,0.205946402,0.322196414,0.639195201,0.522695954,0.787726481,OK
STOX2,173.2466997,-0.058853301,0.216522191,-0.271811867,0.78576668,0.921635874,OK
STPG1,147.6348103,0.073537718,0.20128569,0.365340021,0.714857608,0.889992819,OK
STPG2,0.492103195,0.115576851,3.244451769,0.035622922,0.971583031,NaN,Low
STPG2-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
STPG3,1.263669733,-2.029853841,2.045159402,-0.992516201,0.32094578,NaN,Low
STPG3-AS1,2.533917149,-0.139905147,1.318960019,-0.106072319,0.915524974,NaN,Low
STPG4,2.590675597,-0.735735433,1.388321061,-0.529946173,0.596149252,NaN,Low
STRA6,1670.099112,-0.159355444,0.129564778,-1.229928738,0.218723792,0.574432837,OK
STRA8,0.104383032,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
STRADA,491.7004438,0.029859475,0.150414236,0.198514956,0.842642184,0.941997061,OK
STRADB,519.7732765,0.257338558,0.15374003,1.673855258,0.094159049,0.454450479,OK
STRAP,2576.645438,0.208532491,0.128207359,1.626525132,0.103837991,0.465016584,OK
STRBP,763.2292063,0.16321707,0.150389641,1.085294633,0.277791182,0.62391264,OK
STRC,0.649362465,-2.024199244,2.915302737,-0.694335864,0.487471605,NaN,Low
STRCP1,0.90222284,2.937442584,2.31943099,1.266449658,0.205352142,NaN,Low
STRIP1,473.2725845,-0.257586716,0.150290712,-1.713923055,0.086542858,0.448028706,OK
STRIP2,276.5567979,-0.044568259,0.169400194,-0.263094497,0.792477745,0.924786647,OK
STRN,838.2863948,0.056340432,0.141718949,0.397550451,0.690961591,0.878724997,OK
STRN3,414.5074139,0.139564528,0.161430187,0.864550372,0.387285622,0.700573311,OK
STRN4,2037.757917,-0.134426189,0.148995931,-0.902213826,0.366943291,0.685773633,OK
STS,168.8211031,-0.088621454,0.204520132,-0.433314086,0.664786606,0.866105665,OK
STT3A,2621.426054,0.095358539,0.12655706,0.753482574,0.451159979,0.744344111,OK
STT3A-AS1,0,NaN,NaN,NaN,NaN,NaN,Low
STT3B,3633.870489,0.290226977,0.14451964,2.008218234,0.044620106,0.376601442,OK
STUB1,1327.984795,-0.014349236,0.148044371,-0.096925239,0.922785765,0.971007175,OK
STUM,0.260747532,-2.161633513,4.057115252,-0.532800618,0.594171606,NaN,Low
STX10,715.9414243,-0.152617229,0.154003083,-0.991001129,0.321685029,0.654621822,OK
STX11,19.63303355,0.416943327,0.494307211,0.843490277,0.398954301,0.709425791,OK
STX12,276.5193016,0.263776825,0.191574555,1.376888621,0.168546686,0.531898388,OK
STX16,1054.341971,0.109758708,0.128491383,0.854210654,0.392988281,0.70508766,OK
STX16-NPEPL1,353.143418,-0.338731079,0.198742216,-1.70437407,0.088311225,0.449111426,OK
STX17,562.5590969,0.396410616,0.178963011,2.215042167,0.02675717,0.340441231,OK
STX17-AS1,4.591528245,-0.179724719,0.970689281,-0.185151647,0.853110093,NaN,Low
STX18,309.767604,0.153805875,0.166318066,0.924769498,0.35508582,0.678091476,OK
STX18-AS1,7.982683455,0.191030394,0.773506654,0.246966711,0.804933987,NaN,Low
STX18-IT1,0,NaN,NaN,NaN,NaN,NaN,Low
STX19,0.935999945,-0.64120664,2.208654218,-0.290315539,0.771574852,NaN,Low
STX1A,665.5643541,-0.308779779,0.159352153,-1.937719531,0.05265745,0.39840849,OK
STX1B,95.6199852,-0.503420943,0.23710639,-2.123185897,0.033738277,0.352233824,OK
STX2,728.0268053,0.090149897,0.137016372,0.657949817,0.510570378,0.77945494,OK
STX3,482.5193956,-0.312517914,0.146358166,-2.135295364,0.032736891,0.349568134,OK
STX4,858.5448285,-0.176905022,0.149806841,-1.180887473,0.237647428,0.590066039,OK
STX5,427.656795,-0.134480992,0.152615922,-0.881172753,0.378224324,0.694306939,OK
STX6,647.9914465,0.188397293,0.136655191,1.378632546,0.168008077,0.531797711,OK
STX7,385.38308,0.057847839,0.167662556,0.345025389,0.730075283,0.896255078,OK
STX8,623.2484311,0.134463249,0.14770738,0.910335344,0.362645684,0.683291796,OK
STXBP1,737.6871876,-0.04355022,0.142040424,-0.306604406,0.759144499,0.910735244,OK
STXBP2,633.1311762,-0.07713623,0.160061694,-0.481915619,0.62986589,0.848012269,OK
STXBP3,395.0275323,0.262080792,0.214999768,1.218981741,0.222851123,0.578186708,OK
STXBP4,262.3546568,0.424641746,0.235774867,1.801047546,0.071695386,0.428627063,OK
STXBP5,370.0825773,0.273545493,0.176026036,1.554005868,0.120183017,0.482744121,OK
STXBP5-AS1,1.709393212,-0.362876571,1.621525534,-0.223787146,0.822922932,NaN,Low
STXBP5L,0.938680504,-2.465441079,2.396892862,-1.028598782,0.30366825,NaN,Low
STXBP6,30.42978064,0.190348179,0.395092145,0.481781734,0.629961006,0.848012269,OK
STYK1,7.606174563,-0.389230043,0.780376699,-0.498771994,0.617940019,NaN,Low
STYX,233.8299185,0.332684445,0.227320197,1.463505881,0.143329006,0.507213342,OK
STYXL1,479.7075359,0.136277745,0.157981626,0.862617687,0.388347702,0.701561256,OK
SUB1,2229.257627,0.534525706,0.165341742,3.232853964,0.001225602,0.097575119,OK
SUCLA2,633.00861,0.528559057,0.181593778,2.910667211,0.003606579,0.180753387,OK
SUCLG1,1920.40245,0.100913554,0.119473864,0.844649618,0.398306497,0.708922035,OK
SUCLG2,983.3050136,0.168516555,0.142916352,1.179127181,0.238347537,0.590448477,OK
SUCLG2-AS1,58.74705871,-0.043229584,0.299350904,-0.144411067,0.885175878,0.958155028,OK
SUCNR1,2.926941185,1.255806544,1.346819592,0.932423728,0.351117587,NaN,Low
SUCO,570.6788425,0.390846,0.189357805,2.064060682,0.039011963,0.362779282,OK
SUDS3,816.4663964,0.126704036,0.138873448,0.912370489,0.361573719,0.682626323,OK
SUFU,308.4555848,-0.148059737,0.169367937,-0.874189883,0.382014855,0.69721669,OK
SUGCT,9.444927106,0.084212752,0.72645558,0.115922783,0.90771374,NaN,Low
SUGP1,373.7314388,-0.215244087,0.164657335,-1.307224404,0.19113651,0.552645734,OK
SUGP2,1854.056697,-0.163348421,0.134280767,-1.216469227,0.223806227,0.578598172,OK
SUGT1,647.2007765,0.369786298,0.179812562,2.056509807,0.039733402,0.363380168,OK
SUGT1P1,11.58283851,-0.444138607,0.665965103,-0.66690973,0.504829796,NaN,Low
SUGT1P3,1.485928467,-0.373748426,1.738377664,-0.214998406,0.829768562,NaN,Low
SUGT1P4-STRA6LP,16.43998039,-0.486862623,0.534329234,-0.911165984,0.362207924,0.683165098,OK
SUGT1P4-STRA6LP-CCDC180,33.38501003,-0.039443264,0.391644488,-0.100711908,0.919779158,0.969904146,OK
SULF1,0,NaN,NaN,NaN,NaN,NaN,Low
SULF2,631.2377568,-0.027318649,0.146372315,-0.186638085,0.851944404,0.946223094,OK
SULT1A1,64.26393006,-0.01515845,0.328075183,-0.046204197,0.963147498,0.985812347,OK
SULT1A2,0.788188325,0.101295021,2.384578677,0.042479211,0.966116684,NaN,Low
SULT1A3,341.7575159,0.024764842,0.163819675,0.151171355,0.879840546,0.956033937,OK
SULT1A4,338.9962647,-0.004171783,0.169580594,-0.024600595,0.980373545,0.992020679,OK
SULT1B1,0.104383032,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
SULT1C2,11.23404715,-0.226669761,0.68560841,-0.330611115,0.740938249,NaN,Low
SULT1C2P1,0.130373766,-1.622020315,4.07370695,-0.398168139,0.69050625,NaN,Low
SULT1C3,0,NaN,NaN,NaN,NaN,NaN,Low
SULT1C4,1.005924573,1.147987187,2.1420052,0.53594043,0.591999721,NaN,Low
SULT1E1,0.104383032,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
SULT2A1,0,NaN,NaN,NaN,NaN,NaN,Low
SULT2B1,196.1032742,0.292203561,0.200322103,1.458668601,0.144656342,0.508766773,OK
SULT4A1,0,NaN,NaN,NaN,NaN,NaN,Low
SULT6B1,0.311437026,-1.756440669,4.069089191,-0.431654502,0.66599254,NaN,Low
SUMF1,635.2722477,-0.13151317,0.133762268,-0.983185852,0.325515977,0.657698798,OK
SUMF2,2264.354365,-0.104535716,0.125868094,-0.830517988,0.406245982,0.715754213,OK
SUMO1,2251.638995,0.488314085,0.172043779,2.838312954,0.004535269,0.200464787,OK
SUMO1P1,0,NaN,NaN,NaN,NaN,NaN,Low
SUMO1P3,30.56692521,0.156380809,0.413593643,0.378102544,0.705354418,0.885011359,OK
SUMO2,3512.193231,0.386014345,0.148552422,2.598505889,0.009363044,0.259305308,OK
SUMO3,1192.999074,-0.002813607,0.121852085,-0.023090351,0.981578203,0.992685927,OK
SUMO4,0.489013284,0.712975001,2.976511726,0.239533745,0.810691733,NaN,Low
SUN1,1816.332849,-0.09331138,0.12342209,-0.756034674,0.449628407,0.743817046,OK
SUN2,1613.544765,-0.207678789,0.132779921,-1.564082787,0.117798128,0.480363403,OK
SUN3,0.498829953,-2.846608678,3.163546455,-0.899815672,0.368218353,NaN,Low
SUN5,0,NaN,NaN,NaN,NaN,NaN,Low
SUOX,348.197402,-0.173603507,0.171922508,-1.009777657,0.312601827,0.649139914,OK
SUPT16H,4418.214954,0.290846714,0.123033891,2.363956068,0.018080957,0.314460219,OK
SUPT20H,602.4836932,0.144586361,0.151109676,0.95683059,0.338652769,0.667987611,OK
SUPT20HL1,0,NaN,NaN,NaN,NaN,NaN,Low
SUPT20HL2,0,NaN,NaN,NaN,NaN,NaN,Low
SUPT3H,100.7519843,0.372166436,0.271125139,1.372674028,0.169853707,0.532278763,OK
SUPT4H1,1597.634783,-0.021853903,0.121086567,-0.180481643,0.856774465,0.94844181,OK
SUPT5H,4202.117582,-0.184248825,0.13149913,-1.401141019,0.161171908,0.525807417,OK
SUPT6H,3719.24197,-0.126343053,0.11587803,-1.090310672,0.275576316,0.622034871,OK
SUPT7L,1129.812246,0.177375772,0.126174324,1.405799269,0.159783739,0.523033379,OK
SUPV3L1,453.4468959,0.232063319,0.155820702,1.489297096,0.136409152,0.501369923,OK
SURF1,482.2553816,-0.099231158,0.149073026,-0.665654685,0.505631844,0.777017635,OK
SURF2,239.7366673,-0.068692746,0.194449512,-0.353267772,0.723887704,0.89395089,OK
SURF4,5264.348597,-0.085375001,0.121653945,-0.701785715,0.482812809,0.764289359,OK
SURF6,781.3584228,-0.154260795,0.155031063,-0.995031524,0.319720932,0.65304495,OK
SUSD1,495.1984342,-0.110886891,0.140418845,-0.78968668,0.429710772,0.73171763,OK
SUSD2,349.2777886,0.450093886,0.172899843,2.603205868,0.009235648,0.25818092,OK
SUSD3,11.38068436,0.66584331,0.649517148,1.025135845,0.305299094,NaN,Low
SUSD4,14.7652208,0.435816541,0.571964175,0.761964753,0.446081041,0.742215207,OK
SUSD5,75.95980603,-0.337695277,0.259491712,-1.301372108,0.193131116,0.55489038,OK
SUSD6,299.9721875,-0.412155318,0.159385271,-2.585905938,0.009712343,0.262220081,OK
SUV39H1,576.2201325,-0.24852056,0.154815474,-1.605269508,0.108434506,0.471171639,OK
SUV39H2,337.8017576,0.276719705,0.201637376,1.372363155,0.169950414,0.532278763,OK
SUZ12,1076.421697,0.405850365,0.171252258,2.369897889,0.017792999,0.314460219,OK
SUZ12P1,151.279068,0.50030988,0.227582985,2.198362412,0.02792329,0.342965902,OK
SV2A,0.960671773,-1.221688678,2.243240363,-0.544608905,0.586022529,NaN,Low
SV2B,0.104383032,0.255895622,4.080472857,0.062712247,0.949995645,NaN,Low
SV2C,0,NaN,NaN,NaN,NaN,NaN,Low
SVBP,164.0852685,0.166029896,0.194417054,0.853988336,0.393111452,0.70508766,OK
SVEP1,104.6870302,0.376383946,0.242813866,1.550092475,0.121119322,0.483929847,OK
SVIL,1160.057954,-0.106125662,0.124856848,-0.8499787,0.395336929,0.706871152,OK
SVIL-AS1,490.3636714,0.046573019,0.149637993,0.311237928,0.755619752,0.908665957,OK
SVIL2P,0.850875908,0.852349237,2.417175581,0.352621979,0.724371858,NaN,Low
SVIP,261.421202,0.050784124,0.202099365,0.251282949,0.801595357,0.928601021,OK
SVOP,0,NaN,NaN,NaN,NaN,NaN,Low
SVOPL,0,NaN,NaN,NaN,NaN,NaN,Low
SWAP70,1355.120857,0.126337511,0.136984684,0.922274723,0.356385296,0.678159119,OK
SWI5,453.6985851,-0.183559185,0.151716448,-1.209883222,0.226323706,0.580540491,OK
SWSAP1,51.93910459,-0.11373012,0.332769882,-0.341768069,0.732525441,0.897947178,OK
SWT1,63.2857239,0.168940673,0.327992819,0.515074305,0.606501097,0.835888432,OK
SYAP1,1474.387746,0.121567161,0.137256983,0.885690177,0.375784503,0.692746137,OK
SYBU,244.5010331,-0.036240102,0.170508963,-0.212540744,0.831685195,0.937686314,OK
SYCE1,0,NaN,NaN,NaN,NaN,NaN,Low
SYCE1L,42.45600699,-0.185424542,0.354327525,-0.523313965,0.600755785,0.83222984,OK
SYCE2,7.968693257,-0.099156764,0.73529604,-0.134852847,0.892728222,NaN,Low
SYCE3,0.921362039,-1.620011786,2.590519724,-0.625361688,0.531733701,NaN,Low
SYCN,0,NaN,NaN,NaN,NaN,NaN,Low
SYCP1,0,NaN,NaN,NaN,NaN,NaN,Low
SYCP2,25.20207928,0.049955875,0.594791641,0.083988865,0.933065285,0.974258787,OK
SYCP2L,72.45071927,0.547532837,0.284200514,1.926572301,0.054032953,0.401517639,OK
SYCP3,1.615601941,-0.932510407,1.618265048,-0.576240838,0.564452406,NaN,Low
SYDE1,495.3002276,-0.307587672,0.168215667,-1.82853166,0.067469799,0.423873483,OK
SYDE2,40.26494639,-0.045124764,0.375859967,-0.120057383,0.904437692,0.963987687,OK
SYF2,527.1343216,0.284730803,0.189939017,1.499064314,0.133856948,0.498511318,OK
SYK,7.460048632,-0.947301663,0.77906603,-1.215945282,0.224005767,NaN,Low
